108781	1335
1214	2547
2904	2280
308806	1501
335206	1334
338608	1411
339806	1659
342406	2121
343506	1765
343712	1477
344102	1485
344501	2400
345206	2147
347004	1993
347512	2043
350408	1930
351906	1817
352007	1562
354204	1365
354610	1475
360604	1295
360702	2306
363203	1706
363311	2335
364506	1722
380313	2840
382109	1887
385604	1660
4008	1343
5192	1365
5298	1377
5324	1379
5392	1608
5800	1397
5801	1855
5802	1576
5803	2550
5804	1655
5805	2377
5806	1235
5807	1516
5808	1523
5809	2479
5810	1524
5811	1715
5812	1513
5813	1603
5814	1635
5815	1492
5816	1587
5820	1853
5821	1637
5822	2103
5823	1866
5824	1739
5825	2328
5826	2108
5828	2397
5829	2184
5830	2131
5833	1530
5834	2436
5835	1529
5836	1491
5838	1493
5839	1700
5840	1329
5841	1302
5843	1510
5845	1538
5846	1178
5847	1887
5850	1497
5851	1708
5852	2366
5855	1562
5857	2185
5858	1692
5859	2246
5863	1446
5865	1408
5866	1447
5868	1615
5871	2086
5874	1965
5875	1141
5876	2213
5877	1959
5878	1577
5880	1680
5882	1515
5884	1380
5886	1733
5887	1825
5888	2405
5890	1746
5891	1780
5892	1440
5894	1849
5895	1852
5896	1867
5897	2197
5898	1555
5899	1789
5900	2367
5901	1665
5902	1385
5903	2086
5904	1981
5905	2067
5906	1441
5907	1808
5908	1290
5909	1861
5910	1403
5911	2018
5912	1691
5913	1955
5915	1624
5916	1465
5917	1433
5918	2073
5919	1716
5920	1333
5922	1611
5924	1443
5926	2206
5927	1847
5929	1553
5931	1782
5933	1367
5934	1849
5935	1843
5936	1425
5937	1551
5938	1418
5939	2070
5940	1923
5941	1702
5943	1474
5944	1290
5945	1424
5946	1336
5948	1675
5950	1483
5951	1459
5953	2125
5954	1258
5955	1858
5956	1785
5959	1630
5960	1533
5962	1291
5963	1532
5964	1470
5965	1833
5969	1559
5970	1564
5971	1422
5972	1319
5973	1217
5974	2128
5976	1598
5977	2069
5981	1516
5983	1412
5985	1415
5986	1470
5987	1586
5988	1355
5989	1468
5990	1621
5991	1574
5993	1790
5994	1042
5995	1599
6000	1120
6001	1552
6002	1687
6004	1012
6005	1433
6006	1491
6007	2457
6008	1409
6009	1387
6011	1387
6013	1334
6014	2834
6016	1546
6017	1809
6019	1705
6020	1851
6022	2032
6024	2044
6025	3074
6027	1469
6029	1598
6030	1666
6039	1143
6040	2050
6041	1480
6044	1855
6045	1553
6046	1193
6048	1241
6049	2445
6050	1101
6051	1410
6052	1262
6053	2078
6055	1821
6056	1864
6057	2132
6058	1877
6060	1063
6061	1560
6062	1243
6064	1464
6065	1043
6066	1396
6068	1630
6070	1265
6071	1208
6073	2211
6078	1041
6081	1454
6082	1440
6084	1555
6086	1639
6087	1636
6089	2152
6090	1279
6093	2336
6096	1462
6101	1374
6103	2116
6107	1616
6110	1910
6114	1334
6115	2014
6117	1163
6119	1281
6125	1326
6127	1846
6128	1060
6129	2295
6131	1948
6134	1224
6135	1651
6136	1099
6137	2012
6140	1822
6141	1562
6143	2191
6144	1624
6146	1392
6147	1716
6148	1693
6149	1604
6150	1648
6158	1142
6162	1012
6166	1526
6167	1594
6168	1188
6170	1444
6175	1796
6179	1842
6182	781
6184	1336
6185	2071
6186	1657
6187	1261
6188	639
6191	1207
6192	1610
6193	1669
6197	1401
6203	1138
6204	1262
6206	1526
6207	1675
6210	1774
6211	939
6219	1597
6220	1110
6222	1228
6225	1432
6226	1190
6227	1400
6228	1043
6229	1255
6230	1576
6231	1359
6232	2069
6233	1196
6235	1114
6239	1553
6240	1483
6241	1671
6245	1106
6247	1103
6249	1056
6251	1612
6253	1231
6254	1520
6256	1191
6259	1473
6262	1765
6263	1281
6265	1671
6267	1241
6269	1153
6272	1323
6273	1578
6275	1452
6277	1298
6281	1204
6283	1694
6291	1752
6292	1125
6293	1218
6294	1910
6295	662
6297	1827
6299	1155
6301	1422
6303	1114
6311	1341
6319	1652
6322	1642
6325	1536
6328	1050
6330	1374
6332	1355
6340	1422
6341	1509
6345	1120
6347	1316
6349	1129
6350	1123
6351	1139
6352	1247
6353	1292
6355	1599
6357	1394
6358	1178
6363	1432
6365	1102
6375	858
6380	1505
6385	1589
6389	1130
6397	1323
6403	1407
6405	1329
6407	1403
6408	1628
6409	1315
6412	1491
6421	1543
6425	1520
6434	2014
6435	1758
6437	1640
6438	1744
6458	1510
6460	2336
6462	1909
6463	1404
6464	1308
6465	1460
6466	1206
6468	1611
6469	1419
6471	1531
6474	1422
6475	1442
6477	1697
6479	1352
6484	1323
6486	1352
6490	1615
6497	1363
6499	1419
6505	1885
6506	1445
6510	1338
6512	1680
6524	1318
6526	1900
6540	1137
6542	1340
6544	1378
6546	1627
6549	1467
6552	1491
6553	1619
6556	1226
6558	1579
6564	1774
6566	3043
6567	1370
6568	1289
6569	1582
6570	2497
6572	1397
6573	1538
6574	1612
6575	2006
6576	2202
6577	1475
6578	1858
6581	1790
6582	1124
6584	1716
6590	1280
6592	1344
6596	1317
6598	1616
6600	1670
6603	1401
6607	1856
6609	1373
6612	2327
6613	1386
6614	1463
6620	2445
6634	2350
6638	1929
6647	2250
6651	1653
6653	1652
6655	1294
6659	1476
6661	1436
6663	1568
6665	1910
6669	2492
6671	2741
6675	1671
6679	2578
6680	1430
6682	1522
6683	1964
6685	1621
6690	1332
6692	1495
6693	1924
6694	1995
6695	1401
6696	1838
6697	1994
6698	1591
6699	1347
6701	1673
6702	1273
6704	1638
6705	2186
6710	1293
6711	1433
6713	1445
6714	1272
6715	1656
6716	1425
6717	1364
6719	1703
6721	2354
6723	1491
6724	1445
6726	1644
6728	1421
6729	1703
6731	1319
6732	1552
6740	1700
6742	1367
6743	1773
6745	1494
6746	1536
6748	1385
6751	1647
6753	1541
6755	1490
6756	1911
6757	1453
6759	1673
6761	1577
6763	3451
6766	1873
6768	2120
6770	1284
6774	1467
6781	1599
6783	1745
6789	1940
6791	2579
6793	2154
6795	1827
6797	1448
6798	1302
6801	1856
6802	1657
6803	1917
6805	2129
6807	2358
6808	1301
6809	1528
6811	1826
6815	1531
6820	1274
6821	1794
6822	1635
6824	1763
6825	1681
6827	1891
6830	1894
6831	2379
6832	1728
6833	1459
6834	1544
6835	2340
6837	1635
6840	2343
6841	2197
6842	1635
6843	1678
6844	1239
6845	2149
6846	1888
6847	1966
6848	1992
6850	1624
6851	2443
6852	1405
6853	1393
6854	1535
6855	2047
6857	1621
6858	2050
6859	1937
6860	1612
6861	1692
6863	1460
6864	1556
6867	1542
6868	1524
6869	1265
6870	2060
6872	1581
6874	2017
6875	1553
6877	1829
6878	1689
6880	1476
6882	1200
6887	1763
6889	1352
6890	2092
6891	1859
6893	1833
6894	1343
6895	1288
6898	1462
6899	1572
6901	2072
6902	1467
6904	1380
6905	1611
6907	1325
6910	1616
6911	1623
6912	1577
6914	1475
6916	1372
6917	1539
6918	1445
6920	1705
6924	1417
6937	1104
6939	1353
6945	1761
6951	1429
6953	1328
6955	1446
6957	1453
6960	1416
6967	1272
6971	1291
6973	1181
6974	1667
6975	1478
6977	1569
6979	1343
6981	1221
6983	1487
6985	1527
6989	2219
6995	1398
7001	2365
7003	1465
7005	1143
7009	1465
7011	2382
7015	1366
7017	1352
7019	1503
7021	1557
7023	1456
7025	1852
7027	1570
7029	1468
7031	2386
7033	1280
7035	1707
7037	1781
7041	1422
7043	1999
7045	2420
7047	2589
7049	2341
7051	2099
7053	2550
7055	2221
7057	2791
7059	1518
7061	1269
7067	1445
7069	1539
7071	1397
7075	960
7077	1449
7079	1399
7081	2004
7083	1386
7087	1383
7089	1635
7093	1081
7097	2503
7099	2612
7101	1807
7103	1880
7105	1422
7107	1592
7111	1374
7113	1697
89544	1428
89552	1671
89566	1453
89568	1384
E7009	3241
JXJJWB001	882
JXJJW_B002	1502
JXJJW_B005	806
JXNCWB003	789
JXNCWB004	740
JXNCWB006	1392
W6838	2273
W6840	1313
W6842	1304
W6844	1835
W6846	1934
W6848	1249
W6850	1234
W6852	2245
W6854	1477
W6858	1266
W6860	922
W6864	1255
W6868	1440
W6870	1377
W6872	1641
W6874	1610
W6876	1120
W6878	2348
W6880	1618
W6882	1202
W6890	1853
W6894	1160
W6898	3169
W6902	2094
W6904	1869
W6910	1573
W6912	1233
W6914	1286
W6918	1378
W6920	1285
W6932	2714
W6960	1760
W7009	1255
W7011	1861
W7015	1310
W7017	1811
W7019	1422
W7021	1077
W7025	1462
W7027	1757
W7029	1943
W7031	1438
W7033	1526
W7035	2686
W7037	1353
W7043	1397
W7045	1529
W7047	1783
W7049	1287
W7053	3742
W7055	2064
W7057	2224
W7059	2048
W7061	1043
W7063	1513
W7067	1348
W7069	2286
W7071	1386
W7073	1302
W7075	1005
W7077	1857
W7079	1880
W7081	1387
W7083	2055
W7087	1203
W7089	1268
W7093	1403
W7097	1763
W7099	1697
W7101	1990
W7103	1462
W7105	1312
W7111	1557
W7113	1619
WB04lung	1125
WB05lung	1216
WB06lung	1692
ZZE1814	3207
ZZE1826	1523
ZZE1851	1584
ZZE2811	1287
ZZE2867	1600
ZZE3831	1523
ZZE3856	2225
ZZE3874	1193
ZZE4838	1615
ZZE4866	1361
ZZE4870	1419
